environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
UnderwaterDrone-v0,TD3,almost_open,wrapped,44,11,1000,255570823,255.570823
UnderwaterDrone-v0,TD3,almost_open,critic,45,11,1000,173144807,173.14480700000001
UnderwaterDrone-v0,TD3,almost_open,base,46,11,1000,84832144,84.832144
UnderwaterDrone-v0,TD3,almost_open,native_logic,47,11,1000,13575,0.013574999999999999
UnderwaterDrone-v0,TD3,almost_open,critic,48,12,1000,175547610,175.54761
UnderwaterDrone-v0,TD3,almost_open,base,49,12,1000,84076402,84.076402
UnderwaterDrone-v0,TD3,almost_open,wrapped,50,12,1000,268374073,268.37407299999995
UnderwaterDrone-v0,TD3,almost_open,native_logic,51,12,1000,13376,0.013375999999999999
UnderwaterDrone-v0,TD3,almost_open,wrapped,52,13,1000,270008460,270.00846
UnderwaterDrone-v0,TD3,almost_open,native_logic,53,13,1000,13206,0.013205999999999999
UnderwaterDrone-v0,TD3,almost_open,base,54,13,1000,84661870,84.66187
UnderwaterDrone-v0,TD3,almost_open,critic,55,13,1000,178956833,178.95683300000002
UnderwaterDrone-v0,TD3,almost_open,critic,56,14,1000,181886561,181.886561
UnderwaterDrone-v0,TD3,almost_open,native_logic,57,14,1000,13556,0.013555999999999999
UnderwaterDrone-v0,TD3,almost_open,base,58,14,1000,83349897,83.349897
UnderwaterDrone-v0,TD3,almost_open,wrapped,59,14,1000,257377599,257.377599
UnderwaterDrone-v0,TD3,almost_open,wrapped,60,15,1000,245502468,245.502468
UnderwaterDrone-v0,TD3,almost_open,critic,61,15,1000,174858425,174.85842499999998
UnderwaterDrone-v0,TD3,almost_open,base,62,15,1000,80934420,80.93442
UnderwaterDrone-v0,TD3,almost_open,native_logic,63,15,1000,13426,0.013426
UnderwaterDrone-v0,TD3,almost_open,base,64,16,1000,81045672,81.04567200000001
UnderwaterDrone-v0,TD3,almost_open,native_logic,65,16,1000,13356,0.013356
UnderwaterDrone-v0,TD3,almost_open,critic,66,16,1000,168464841,168.46484099999998
UnderwaterDrone-v0,TD3,almost_open,wrapped,67,16,1000,266281111,266.28111099999995
UnderwaterDrone-v0,TD3,almost_open,wrapped,68,17,1000,263652477,263.65247700000003
UnderwaterDrone-v0,TD3,almost_open,native_logic,69,17,1000,13375,0.013375
